"Local Area (2011 LSOA)","Name","Overall rank(2019)","Quintile","Income(2019)","Quintile","Employment(2019)","Quintile","Health(2019)","Quintile","Education(2019)","Quintile","Access to Services(2019)","Quintile","Housing(2019)","Quintile","Community Safety(2019)","Quintile","Physical Environment(2019)","Quintile",
"W01000512","W01000512 - Aberystwyth Bronglais","1546","50% least deprived","1788","50% least deprived","1726","50% least deprived","1389","50% least deprived","1856","50% least deprived","831","31%-50% most deprived","272","11%-20% most deprived","990","50% least deprived","823","31%-50% most deprived",
"W01000513","W01000513 - Aberystwyth Canol/Central","784","31%-50% most deprived","1593","50% least deprived","1426","50% least deprived","1030","50% least deprived","944","31%-50% most deprived","672","31%-50% most deprived","46","10% most deprived","47","10% most deprived","148","10% most deprived",
"W01000515","W01000515 - Aberystwyth Penparcau 1","533","21%-30% most deprived","522","21%-30% most deprived","341","11%-20% most deprived","596","31%-50% most deprived","662","31%-50% most deprived","448","21%-30% most deprived","947","31%-50% most deprived","1007","50% least deprived","1906","50% least deprived",
"W01000516","W01000516 - Aberystwyth Penparcau 2","594","31%-50% most deprived","504","21%-30% most deprived","727","31%-50% most deprived","485","21%-30% most deprived","496","21%-30% most deprived","508","21%-30% most deprived","673","31%-50% most deprived","937","31%-50% most deprived","1848","50% least deprived",
"W01000517","W01000517 - Aberystwyth Rheidol 1","1014","50% least deprived","1460","50% least deprived","1251","50% least deprived","1147","50% least deprived","1685","50% least deprived","456","21%-30% most deprived","144","10% most deprived","39","10% most deprived","1622","50% least deprived",
"W01000518","W01000518 - Aberystwyth Rheidol 2","1045","50% least deprived","1060","50% least deprived","1094","50% least deprived","1061","50% least deprived","1617","50% least deprived","390","21%-30% most deprived","908","31%-50% most deprived","194","11%-20% most deprived","940","31%-50% most deprived",
"W01000519","W01000519 - Beulah","1115","50% least deprived","1236","50% least deprived","1383","50% least deprived","1328","50% least deprived","1371","50% least deprived","68","10% most deprived","503","21%-30% most deprived","1850","50% least deprived","1814","50% least deprived",
"W01000522","W01000522 - Capel Dewi","790","31%-50% most deprived","1167","50% least deprived","1182","50% least deprived","1341","50% least deprived","1347","50% least deprived","16","10% most deprived","90","10% most deprived","1677","50% least deprived","1725","50% least deprived",
"W01000523","W01000523 - Ceulanamaesmawr","1214","50% least deprived","1361","50% least deprived","1348","50% least deprived","1717","50% least deprived","1249","50% least deprived","162","10% most deprived","422","21%-30% most deprived","1659","50% least deprived","945","31%-50% most deprived",
"W01000524","W01000524 - Ciliau Aeron","1040","50% least deprived","1142","50% least deprived","1214","50% least deprived","1383","50% least deprived","1406","50% least deprived","134","10% most deprived","404","21%-30% most deprived","1786","50% least deprived","639","31%-50% most deprived",
"W01000525","W01000525 - Faenor 1","1875","50% least deprived","1882","50% least deprived","1861","50% least deprived","1768","50% least deprived","1853","50% least deprived","993","50% least deprived","1870","50% least deprived","1708","50% least deprived","1769","50% least deprived",
"W01000527","W01000527 - Lampeter 1","1360","50% least deprived","1466","50% least deprived","1439","50% least deprived","1545","50% least deprived","1237","50% least deprived","1694","50% least deprived","147","10% most deprived","209","11%-20% most deprived","1666","50% least deprived",
"W01000528","W01000528 - Lampeter 2","843","31%-50% most deprived","868","31%-50% most deprived","701","31%-50% most deprived","1179","50% least deprived","575","31%-50% most deprived","403","21%-30% most deprived","1060","50% least deprived","652","31%-50% most deprived","1767","50% least deprived",
"W01000529","W01000529 - Llanarth","858","31%-50% most deprived","777","31%-50% most deprived","1015","50% least deprived","1573","50% least deprived","1304","50% least deprived","75","10% most deprived","326","11%-20% most deprived","1545","50% least deprived","1295","50% least deprived",
"W01000531","W01000531 - Llandyfriog","891","31%-50% most deprived","818","31%-50% most deprived","776","31%-50% most deprived","1180","50% least deprived","1054","50% least deprived","156","10% most deprived","1078","50% least deprived","1510","50% least deprived","1577","50% least deprived",
"W01000532","W01000532 - Llandysiliogogo","1111","50% least deprived","1405","50% least deprived","1367","50% least deprived","1628","50% least deprived","1262","50% least deprived","77","10% most deprived","288","11%-20% most deprived","1731","50% least deprived","1320","50% least deprived",
"W01000533","W01000533 - Llandysul Town","755","31%-50% most deprived","665","31%-50% most deprived","595","31%-50% most deprived","1183","50% least deprived","1061","50% least deprived","247","11%-20% most deprived","623","31%-50% most deprived","1021","50% least deprived","1691","50% least deprived",
"W01000534","W01000534 - Llanfarian","1472","50% least deprived","1501","50% least deprived","1696","50% least deprived","1516","50% least deprived","1652","50% least deprived","158","10% most deprived","1384","50% least deprived","1331","50% least deprived","1343","50% least deprived",
"W01000535","W01000535 - Llanfihangel Ystrad","714","31%-50% most deprived","1035","50% least deprived","1048","50% least deprived","1013","50% least deprived","981","50% least deprived","51","10% most deprived","173","10% most deprived","1313","50% least deprived","1022","50% least deprived",
"W01000536","W01000536 - Llangeitho","685","31%-50% most deprived","953","31%-50% most deprived","970","50% least deprived","1434","50% least deprived","938","31%-50% most deprived","30","10% most deprived","114","10% most deprived","1649","50% least deprived","1043","50% least deprived",
"W01000537","W01000537 - Llangybi","776","31%-50% most deprived","900","31%-50% most deprived","1077","50% least deprived","1587","50% least deprived","1224","50% least deprived","41","10% most deprived","113","10% most deprived","1805","50% least deprived","1360","50% least deprived",
"W01000538","W01000538 - Llanrhystyd","1003","50% least deprived","1476","50% least deprived","1411","50% least deprived","1336","50% least deprived","1459","50% least deprived","27","10% most deprived","253","11%-20% most deprived","1710","50% least deprived","1168","50% least deprived",
"W01000539","W01000539 - Llansantffraed 1","767","31%-50% most deprived","1262","50% least deprived","1371","50% least deprived","1200","50% least deprived","1594","50% least deprived","26","10% most deprived","11","10% most deprived","1772","50% least deprived","1179","50% least deprived",
"W01000540","W01000540 - Llansantffraed 2","981","50% least deprived","1018","50% least deprived","1005","50% least deprived","1101","50% least deprived","1352","50% least deprived","191","10% most deprived","332","11%-20% most deprived","1583","50% least deprived","1669","50% least deprived",
"W01000541","W01000541 - Llanwenog","916","31%-50% most deprived","1193","50% least deprived","1153","50% least deprived","1372","50% least deprived","1529","50% least deprived","64","10% most deprived","103","10% most deprived","1880","50% least deprived","1262","50% least deprived",
"W01000542","W01000542 - Lledrod","689","31%-50% most deprived","1162","50% least deprived","1225","50% least deprived","1188","50% least deprived","1274","50% least deprived","14","10% most deprived","76","10% most deprived","1716","50% least deprived","438","21%-30% most deprived",
"W01000543","W01000543 - Melindwr","802","31%-50% most deprived","1221","50% least deprived","1259","50% least deprived","1601","50% least deprived","1355","50% least deprived","18","10% most deprived","88","10% most deprived","1386","50% least deprived","804","31%-50% most deprived",
"W01000544","W01000544 - New Quay","1076","50% least deprived","797","31%-50% most deprived","1183","50% least deprived","1634","50% least deprived","936","31%-50% most deprived","1698","50% least deprived","167","10% most deprived","772","31%-50% most deprived","643","31%-50% most deprived",
"W01000545","W01000545 - Penbryn","1055","50% least deprived","1392","50% least deprived","1365","50% least deprived","1758","50% least deprived","1166","50% least deprived","10","10% most deprived","907","31%-50% most deprived","1653","50% least deprived","1331","50% least deprived",
"W01000546","W01000546 - Pen-parc 1","894","31%-50% most deprived","826","31%-50% most deprived","865","31%-50% most deprived","1227","50% least deprived","1283","50% least deprived","250","11%-20% most deprived","329","11%-20% most deprived","1216","50% least deprived","1312","50% least deprived",
"W01000547","W01000547 - Pen-parc 2","1321","50% least deprived","1123","50% least deprived","1292","50% least deprived","1672","50% least deprived","1796","50% least deprived","110","10% most deprived","1162","50% least deprived","1849","50% least deprived","1786","50% least deprived",
"W01000548","W01000548 - Tirymynach","1266","50% least deprived","1131","50% least deprived","1190","50% least deprived","1085","50% least deprived","1381","50% least deprived","254","11%-20% most deprived","1699","50% least deprived","1399","50% least deprived","1494","50% least deprived",
"W01000549","W01000549 - Trefeurig","1604","50% least deprived","1659","50% least deprived","1868","50% least deprived","1619","50% least deprived","1686","50% least deprived","182","10% most deprived","1521","50% least deprived","1781","50% least deprived","1668","50% least deprived",
"W01000550","W01000550 - Tregaron","765","31%-50% most deprived","968","50% least deprived","769","31%-50% most deprived","1235","50% least deprived","729","31%-50% most deprived","202","11%-20% most deprived","788","31%-50% most deprived","560","21%-30% most deprived","585","31%-50% most deprived",
